id	event	title	url	begin	end	duration	day	location	track	format	level	lang	speakers	last_modified
rp13-session-6200	rp13	Makers Go Pro	null	2013-05-08T15:00:00+02:00	2013-05-08T16:00:00+02:00	60	2013-05-08	Global Innovation Lounge	business-innovation	talk	beginner	en	Erik Hersman, James Clardy	2014-02-24T18:44:48+01:00
rp13-session-6205	rp13	Eröffnung & Barcamp Session-Planung	null	2013-05-07T10:00:00+02:00	2013-05-07T11:00:00+02:00	60	2013-05-07	Workshop A	recampaign	action	beginner	en		2014-02-24T19:04:35+01:00
rp13-session-6206	rp13	Why innovation, collaboration and entrepreneurship matters? Experiences in Green Technology Innovation from Ethiopia	null	2013-05-06T17:45:00+02:00	2013-05-06T18:15:00+02:00	30	2013-05-06	Global Innovation Lounge	politics-society	talk	beginner	en	Markos Lemma, Oliver Petzoldt	2014-02-24T19:04:35+01:00
rp13-session-6207	rp13	A1	null	2013-05-07T11:15:00+02:00	2013-05-07T12:15:00+02:00	60	2013-05-07	Workshop A	recampaign	talk	beginner	en		2014-02-24T19:04:35+01:00
rp13-session-6208	rp13	B1	null	2013-05-07T11:15:00+02:00	2013-05-07T12:15:00+02:00	60	2013-05-07	Workshop B	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6209	rp13	C1	null	2013-05-07T11:15:00+02:00	2013-05-07T12:15:00+02:00	60	2013-05-07	Workshop C	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6210	rp13	D1	null	2013-05-07T11:15:00+02:00	2013-05-07T12:15:00+02:00	60	2013-05-07	Workshop D	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6211	rp13	Neues Berufsbild (Online-) Campaigner/in	null	2013-05-06T18:30:00+02:00	2013-05-06T19:30:00+02:00	60	2013-05-06	Workshop A	recampaign	discussion	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6212	rp13	A2	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Workshop A	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6214	rp13	B2	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Workshop B	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6230	rp13	C2	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Workshop C	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6231	rp13	D2	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Workshop D	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6232	rp13	A3	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Workshop A	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6233	rp13	B3	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Workshop B	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6234	rp13	C3	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Workshop C	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6235	rp13	D3	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Workshop D	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6236	rp13	A4	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Workshop A	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6237	rp13	B4	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Workshop B	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6238	rp13	C4	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Workshop C	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6239	rp13	D4	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Workshop D	recampaign	talk	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6240	rp13	Best Practice: Medienkompetenz re:learned	null	2013-05-08T14:15:00+02:00	2013-05-08T14:45:00+02:00	30	2013-05-08	Stage 6	research-education	talk	beginner	de	Angelika Beranek, Andrea Scheer, Guido Brombach, Beate Kremser, Elias Barrasch	2014-02-24T19:04:35+01:00
rp13-session-6242	rp13	Mehrwert oder Barriere – Wie lassen sich mobile Endgeräte für alle zugänglich machen und wo entsteht Innovation?	null	2013-05-06T12:30:00+02:00	2013-05-06T13:30:00+02:00	60	2013-05-06	Stage 5	business-innovation	discussion	beginner	de	Silke Horn, Raul Krauthausen, Barbara  Wolterstädt, Tina Gadow	2014-02-24T18:44:48+01:00
rp13-session-6243	rp13	Innovationsbeschleuniger gesucht! – Wie wär‘s mit Barrierefreiheit?	null	2013-05-06T12:00:00+02:00	2013-05-06T12:30:00+02:00	30	2013-05-06	Stage 5	business-innovation	talk	beginner	de	Tomas Caspers	2014-02-24T18:44:48+01:00
rp13-session-6282	rp13	Vernetzte Mobilität - Erobert das Digitale die analogen Welten?	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Stage 7	science-technology	discussion	beginner	de	Alexander Mankowsky	2014-02-24T19:04:35+01:00
rp13-session-6381	rp13	China, India, Bangladesh, we’re looking at you: Blogging and tweeting in Asia	null	2013-05-08T11:15:00+02:00	2013-05-08T12:15:00+02:00	60	2013-05-08	Stage 2	media	discussion	intermediate	en	Ravish Kumar, Hu Yong, Shahidul Alam	2014-02-24T19:04:35+01:00
rp13-session-6382	rp13	The Bobs’ Six Winners	null	2013-05-07T17:30:00+02:00	2013-05-07T18:30:00+02:00	60	2013-05-07	Stage 1	media	talk	beginner	en	Yoani Sánchez	2014-02-24T19:04:35+01:00
rp13-session-6398	rp13	Ihr wollt also wissen, was #aufschrei gebracht hat?	null	2013-05-08T16:15:00+02:00	2013-05-08T17:15:00+02:00	60	2013-05-08	Stage 1	politics-society	talk	beginner	de	Anne Wizorek	2014-02-24T19:04:35+01:00
rp13-session-6400	rp13	Beyond lifestyle businesses - Creating world class software companies from Africa that compete globally.	null	2013-05-07T11:45:00+02:00	2013-05-07T12:15:00+02:00	30	2013-05-07	Global Innovation Lounge	business-innovation	talk	beginner	en	Michael Szymanski	2014-02-24T18:44:48+01:00
rp13-session-6401	rp13	Nodes and tools for collaboration - Documenting the Maker Movement	null	2013-05-06T14:00:00+02:00	2013-05-06T14:30:00+02:00	30	2013-05-06	Global Innovation Lounge	business-innovation	talk	beginner	en	Simon Höher	2014-02-24T18:44:48+01:00
rp13-session-6402	rp13	TEN CITIES Project: Clubculture IN/SIDE/OUT	null	2013-05-06T19:45:00+02:00	2013-05-06T20:45:00+02:00	60	2013-05-06	Stage 4	culture	discussion	beginner	en	Florian Sievers, Pedro Coquenão, Joyce Nyairo	2014-02-24T19:04:35+01:00
rp13-session-6403	rp13	Interactive Landscapes	null	2013-05-07T16:15:00+02:00	2013-05-07T17:15:00+02:00	60	2013-05-07	Stage 2	science-technology	talk	beginner	en	lidi brouwer	2014-02-24T19:04:35+01:00
rp13-session-6422	rp13	get re:ady to start: start-up pitches (3)	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Stage 6	business-innovation	talk	beginner	en	Katja Andes, Robert Koecke, Holger Seim, Maciek Laskus, Catherine Barba, Bettina Stengel, Peter Borchers, Florian Hofmann	2014-02-24T18:44:48+01:00
rp13-session-6423	rp13	get re:ady to start: start-up pitches (1)	null	2013-05-06T13:30:00+02:00	2013-05-06T14:30:00+02:00	60	2013-05-06	Stage 6	business-innovation	talk	beginner	en	Andreas Gebhard, Maciek Laskus, Boris Borchert	2014-02-24T18:44:48+01:00
rp13-session-6424	rp13	Iceland could have been innovative: Participatory democracy.	null	2013-05-06T13:30:00+02:00	2013-05-06T14:30:00+02:00	60	2013-05-06	Stage 1	politics-society	talk	beginner	en	Birgitta Jónsdóttir	2014-02-24T19:04:35+01:00
rp13-session-6425	rp13	Blogging Cuba	null	2013-05-06T12:15:00+02:00	2013-05-06T13:15:00+02:00	60	2013-05-06	Stage 2	politics-society	talk	beginner	en	Yoani Sánchez	2014-02-24T19:04:35+01:00
rp13-session-6426	rp13	Content Strategy für NGOs – Webinhalte erst strategisch planen, dann publizieren	null	2013-05-06T14:45:00+02:00	2013-05-06T15:45:00+02:00	60	2013-05-06	Workshop C	recampaign	workshop	beginner	de	Brigitte Alice Radl	2014-02-24T19:04:35+01:00
rp13-session-6427	rp13	Unser Blog soll schöner werden	null	2013-05-07T11:15:00+02:00	2013-05-07T12:15:00+02:00	60	2013-05-07	Stage 2	media	talk	beginner	de	Markus Beckedahl	2014-02-24T19:04:35+01:00
rp13-session-6428	rp13	LobbyPlag	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Stage 4	politics-society	talk	beginner	de	Marco Maas	2014-02-24T19:04:35+01:00
rp13-session-6431	rp13	THE NEW//AFRICA	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Stage 3	media	discussion	beginner	en	Beate Wedekind, Preethi Mariappan, Julian Tadesse	2014-02-24T19:04:35+01:00
rp13-session-6432	rp13	Global Internet Infrastructure - Shaping the world through neutral exchanges	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Stage 4	science-technology	discussion	intermediate	en	Wael  Fakharany, Jillian York, Klaus Landefeld, Moez Chakchouk, Ben Wagner	2014-02-24T19:04:35+01:00
rp13-session-6433	rp13	Afrinnovator - Startups in Africa: Appreciating country dynamics	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Stage 6	business-innovation	talk	beginner	en	Will Mutua, Mark Kaigwa	2014-02-24T18:44:48+01:00
rp13-session-6434	rp13	Color Concert & Waiting for Earthquakes	null	2013-05-07T18:45:00+02:00	2013-05-07T19:45:00+02:00	60	2013-05-07	Stage 2	republica	talk	beginner	en	Moon Ribas, Neil Harbisson	2014-02-24T19:04:35+01:00
rp13-session-6435	rp13	Zukunft der Gesundheitsversorgung: Internetmedizin in Deutschland	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Stage 6	business-innovation	discussion	beginner	de	Miriam  Quentin, Tobias Neisecke, Markus Müschenich, Sebastian Vorberg 	2014-02-24T18:44:48+01:00
rp13-session-6436	rp13	Say 'Digital Humanities' One More Time: Technology, affect and learning in emerging information societies	null	2013-05-07T16:15:00+02:00	2013-05-07T17:15:00+02:00	60	2013-05-07	Stage 6	research-education	workshop	intermediate	en	Nishant Shah	2014-02-24T19:04:35+01:00
rp13-session-6437	rp13	Spannender Abschluss & Gemütlicher Ausklang	null	2013-05-07T16:15:00+02:00	2013-05-07T17:15:00+02:00	60	2013-05-07	Workshop A	recampaign	action	beginner	de		2014-02-24T19:04:35+01:00
rp13-session-6439	rp13	The Open Innovation Ecosystem	null	2013-05-08T11:15:00+02:00	2013-05-08T11:45:00+02:00	30	2013-05-08	Stage 4	business-innovation	talk	beginner	en	Esteve Almirall	2014-02-24T18:44:48+01:00
rp13-session-6448	rp13	Autonomous web apps with Sockethub	null	2013-05-08T13:00:00+02:00	2013-05-08T13:30:00+02:00	30	2013-05-08	Stage 4	science-technology	talk	beginner	en	Nick Jennings	2014-02-24T19:04:35+01:00
rp13-session-6452	rp13	Me & My Shadow	null	2013-05-08T13:45:00+02:00	2013-05-08T14:45:00+02:00	60	2013-05-08	Workshop C	politics-society	workshop	beginner	en	Anne Roth, Stephanie Hankey	2014-02-24T19:04:35+01:00
rp13-session-6453	rp13	Europe vs. Facebook	null	2013-05-08T11:45:00+02:00	2013-05-08T12:15:00+02:00	30	2013-05-08	Workshop D	politics-society	workshop	beginner	de	Max Schrems	2014-02-24T19:04:35+01:00
rp13-session-6481	rp13	Verabschiedung	null	2013-05-08T18:00:00+02:00	2013-05-08T18:30:00+02:00	30	2013-05-08	Stage 1	republica	talk	beginner	de	Johnny Haeusler, Tanja Haeusler, Markus Beckedahl, Andreas Gebhard	2014-02-24T19:04:35+01:00
rp13-session-6527	rp13	How to Digital Native: Medienkompetenz auf dem Lehrplan	null	2013-05-08T12:30:00+02:00	2013-05-08T13:00:00+02:00	30	2013-05-08	Stage 6	research-education	talk	beginner	de	Ute Pannen, Michel Schröder	2014-02-24T19:04:35+01:00
rp13-session-6624	rp13	Silicon Paddy - The South East Asian Tech Startup Scene	null	2013-05-06T16:00:00+02:00	2013-05-06T16:30:00+02:00	30	2013-05-06	Stage 6	business-innovation	talk	beginner	en	Jay Fajardo	2014-02-24T18:44:48+01:00
rp13-session-6626	rp13	The Outernet – A revolution, in reality	null	2013-05-08T13:45:00+02:00	2013-05-08T14:45:00+02:00	60	2013-05-08	Stage 5	business-innovation	talk	beginner	en	Jay Cousins, Adam Molyneux-Berry, Wael  Fakharany	2014-02-24T18:44:48+01:00
rp13-session-7096	rp13	Fueling your app with dynamic Open Data	null	2013-05-08T12:30:00+02:00	2013-05-08T13:30:00+02:00	60	2013-05-08	Workshop A	business-innovation	workshop	advanced	en	Sergi Martinez	2014-02-24T18:44:48+01:00
rp13-session-7097	rp13	New Approaches to Usability Engineering for Mobiles through Tech-hubs?	null	2013-05-07T12:30:00+02:00	2013-05-07T13:30:00+02:00	60	2013-05-07	Global Innovation Lounge	science-technology	discussion	beginner	en	Oliver Petzoldt, Katrin Proschek, Jörn Schultz, Markos Lemma	2014-02-24T19:04:35+01:00
rp13-session-7098	rp13	GIZ: Global Knowledge Sharing and Collaboration	null	2013-05-08T10:00:00+02:00	2013-05-08T11:00:00+02:00	60	2013-05-08	Global Innovation Lounge	science-technology	talk	beginner	en		2014-02-24T19:04:35+01:00
rp13-session-7099	rp13	Stop! Hackertime!	null	2013-05-07T17:30:00+02:00	2013-05-07T18:30:00+02:00	60	2013-05-07	Global Innovation Lounge	science-technology	workshop	beginner	en	Jay Cousins	2014-02-24T19:04:35+01:00
rp13-session-7100	rp13	Stop! Hackertime!	null	2013-05-08T16:15:00+02:00	2013-05-08T17:15:00+02:00	60	2013-05-08	Global Innovation Lounge	science-technology	workshop	beginner	en	Jay Cousins	2014-02-24T19:04:35+01:00
rp13-session-7131	rp13	What Would Harry Do?	null	2013-05-06T11:00:00+02:00	2013-05-06T11:30:00+02:00	30	2013-05-06	Newthinking	business-innovation	action	beginner	de	Harry Do	2014-02-24T18:44:48+01:00
rp13-session-7132	rp13	Good Will - Crowd  Donations mal Anders	null	2013-05-06T15:00:00+02:00	2013-05-06T16:00:00+02:00	60	2013-05-06	Newthinking	business-innovation	workshop	beginner	de	Maximilian Martin	2014-02-24T18:44:48+01:00
rp13-session-7133	rp13	blognetz.com - Visualisierung der deutschsprachigen Blogger_innen	null	2013-05-06T16:00:00+02:00	2013-05-06T17:00:00+02:00	60	2013-05-06	Newthinking	media	discussion	beginner	de	Luca Hammer	2014-02-24T19:04:35+01:00
rp13-session-7134	rp13	Stadt Land <Code>	null	2013-05-08T11:15:00+02:00	2013-05-08T12:15:00+02:00	60	2013-05-08	Newthinking	science-technology	talk	beginner	de	Julia Kloiber	2014-02-24T19:04:35+01:00
rp13-session-7135	rp13	Frismakers  & How to present your project  in 300 seconds	null	2013-05-08T12:30:00+02:00	2013-05-08T13:00:00+02:00	30	2013-05-08	Newthinking	business-innovation	workshop	beginner	en	newthinking  	2014-02-24T18:44:48+01:00
rp13-session-7137	rp13	[ws]labs ‘creative entrepreneurship’	null	2013-05-07T11:15:00+02:00	2013-05-07T12:15:00+02:00	60	2013-05-07	Newthinking	research-education	talk	beginner	de	Ele Jansen	2014-02-24T19:04:35+01:00
rp13-session-7138	rp13	Stoos Network	null	2013-05-07T12:30:00+02:00	2013-05-07T13:00:00+02:00	30	2013-05-07	Newthinking	business-innovation	discussion	beginner	en	newthinking  	2014-02-24T18:44:48+01:00
rp13-session-7139	rp13	Torstraßen Festival 2013	null	2013-05-08T15:00:00+02:00	2013-05-08T15:30:00+02:00	30	2013-05-08	Newthinking	culture	talk	beginner	de	newthinking  	2014-02-24T19:04:35+01:00
rp13-session-7238	rp13	Sport Meetup	null	2013-05-08T16:45:00+02:00	2013-05-08T17:15:00+02:00	30	2013-05-08	Newthinking	culture	discussion	beginner	de	newthinking  	2014-02-24T19:04:35+01:00
rp13-session-7256	rp13	netzpolitik.org	null	2013-05-06T17:00:00+02:00	2013-05-06T17:30:00+02:00	30	2013-05-06	Newthinking	politics-society	talk	beginner	de	newthinking  	2014-02-24T19:04:35+01:00
rp13-session-7257	rp13	Introducing: HiveColab	null	2013-05-06T13:00:00+02:00	2013-05-06T13:15:00+02:00	15	2013-05-06	Global Innovation Lounge	business-innovation	talk	beginner	en	Brian Ndyaguma	2014-02-24T18:44:48+01:00
rp13-session-7258	rp13	Business Immigration Service - let’s start your business in Berlin	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Newthinking	business-innovation	talk	beginner	de	newthinking  	2014-02-24T18:44:48+01:00
rp13-session-7416	rp13	Why Open Source ERP is Both Possible and Awesome (in the Real World)	null	2013-05-07T13:45:00+02:00	2013-05-07T14:45:00+02:00	60	2013-05-07	Newthinking	science-technology	talk	beginner	en	newthinking  	2014-02-24T19:04:35+01:00
rp13-session-7464	rp13	Citizen Desk: Rewarding Reporting	null	2013-05-07T10:30:00+02:00	2013-05-07T11:00:00+02:00	30	2013-05-07	Global Innovation Lounge	business-innovation	talk	beginner	en	Adam Thomas	2014-02-24T18:44:48+01:00
rp13-session-7529	rp13	Expand your SEO to the next level	null	2013-05-06T14:00:00+02:00	2013-05-06T14:30:00+02:00	30	2013-05-06	Newthinking	business-innovation	talk	beginner	en	Stav Zilbershtein, Guy Bachar	2014-02-24T18:44:48+01:00
rp13-session-774	rp13	Lernen Lernen lernen im persönlichen Lernnetzwerk. Wie im digitalen Zeitalter eigensinnig und gemeinsam gelernt wird.	null	2013-05-08T11:15:00+02:00	2013-05-08T11:45:00+02:00	30	2013-05-08	Stage 6	research-education	talk	intermediate	de	Lisa Rosa	2014-02-24T19:04:35+01:00
rp13-session-7964	rp13	#party – Snake'n'Tiger (Friedrich Scherlebeck) @ re:fill-Bar	null	2013-05-06T20:00:00+02:00	2013-05-06T21:00:00+02:00	60	2013-05-06	re:publica	republica	action	beginner	en		2014-02-24T19:04:35+01:00
rp13-session-7965	rp13	#party – BATIDA DJ SET (Ten Cities, Lisbon) @ re:fill-Bar	null	2013-05-06T22:00:00+02:00	2013-05-06T23:00:00+02:00	60	2013-05-06	re:publica	republica	action	beginner	en	Pedro Coquenão	2014-02-24T19:04:35+01:00
rp13-session-7966	rp13	#party – Andrea Goetzke & Eric Eitel (#a2n-Soundsystem) @ re:fill-Bar	null	2013-05-07T20:00:00+02:00	2013-05-07T21:00:00+02:00	60	2013-05-07	re:publica	republica	action	beginner	en	Andrea Goetzke, Eric Eitel	2014-02-24T19:04:35+01:00
rp13-session-8028	rp13	#party - Moritz Simon Geist ( Robotic 808 Music Performance) @ Lounge	null	2013-05-08T20:00:00+02:00	2013-05-08T21:00:00+02:00	60	2013-05-08	re:publica	culture	action	beginner	en	Moritz Simon Geist	2014-02-24T19:04:35+01:00
rp13-session-8029	rp13	#party - DIGITS (Toronto/Berlin)	null	2013-05-08T21:00:00+02:00	2013-05-08T22:00:00+02:00	60	2013-05-08	re:publica	culture	action	beginner	en	Alt Altman	2014-02-24T19:04:35+01:00
rp13-session-8176	rp13	Zwischen Soho-House und betahaus: das hausungarn als Coworking Club für Berlin´s digitale Kreativwirtschaft	null	2013-05-08T13:45:00+02:00	2013-05-08T14:15:00+02:00	30	2013-05-08	Newthinking	business-innovation	talk	beginner	de	newthinking  	2014-02-24T18:44:48+01:00
rp13-session-8363	rp13	Interview with Ai Weiwei	null	2013-05-08T17:30:00+02:00	2013-05-08T18:00:00+02:00	30	2013-05-08	Stage 1	culture	talk	beginner	en		2014-02-24T19:04:35+01:00
rp13-session-841	rp13	Anwendungsorientierte Analyse volkstümlicher Lebensmittel in der politischen Berichterstattung, oder: Politiker, die in Bratwürste beißen	null	2013-05-07T19:15:00+02:00	2013-05-07T19:45:00+02:00	30	2013-05-07	Workshop B	media	talk	beginner	de	Constantin Alexander	2014-02-24T19:04:35+01:00
rp13-session-879	rp13	Die maschinenlesbare Regierung - Eine kritische Analyse zur Gegenwart von Open Data und Open Goverment in Deutschland	null	2013-05-06T11:00:00+02:00	2013-05-06T12:00:00+02:00	60	2013-05-06	Stage 3	politics-society	talk	intermediate	de	fukami , Lorenz Matzat	2014-02-24T19:04:35+01:00
rp13-session-980	rp13	re:Fefe: Erkenntnisse der empirischen Trollforschung	null	2013-05-08T10:00:00+02:00	2013-05-08T10:30:00+02:00	30	2013-05-08	Stage 6	culture	talk	beginner	de	Linus Neumann, Michael Kreil	2014-02-24T19:04:35+01:00